360000	3032	4	4	1	2	0	2	1	22221	0	30
340000	2058	4	2	1	2	0	2	1	22912	0	26
250000	1780	4	3	1	2	0	2	1	21345	0	22
205500	1638	4	2	1	2	0	2	1	17342	0	39
275500	2196	4	3	1	2	0	2	7	21786	0	34
248000	1966	4	3	1	5	1	2	1	18902	0	30
229900	2216	3	2	1	2	0	2	7	18639	0	30
150000	1597	2	1	1	1	0	2	1	22112	0	47
195000	1622	3	2	1	2	0	3	1	14321	0	27
160000	1976	3	3	0	1	0	3	1	32358	0	84
190000	2812	7	5	0	2	1	3	7	56639	0	36
559000	2791	3	4	1	3	0	1	1	30595	0	10
535000	3381	5	4	1	3	0	1	7	23172	0	14
525000	3459	5	4	1	2	0	1	5	35351	0	24
299900	2090	3	3	1	2	0	2	1	24025	0	15
527000	3232	5	5	1	2	0	2	6	21445	0	18
169900	1502	2	2	1	2	0	2	1	28958	0	46
335250	2747	3	4	1	2	0	2	7	22241	0	9
323900	2890	4	3	1	2	0	2	7	41992	0	48
200000	1825	3	3	1	2	0	2	1	30266	0	45
211000	1578	4	3	1	2	0	2	2	18829	0	16
212000	1763	3	3	1	2	0	2	1	24726	0	43
245000	2517	4	3	1	2	0	2	1	23261	0	37
140400	1872	3	2	1	2	0	2	3	24017	0	17
295000	3266	3	3	1	2	0	2	6	24881	0	94
170900	2020	1	2	1	1	0	2	1	21385	0	46
229000	2164	4	2	1	2	0	2	1	28291	0	37
218500	2080	3	2	1	2	1	2	1	14752	0	43
160000	2208	2	2	1	2	0	2	7	8058	0	17
259000	3048	6	4	1	3	0	2	7	29307	0	42
164500	1460	3	2	1	2	0	2	1	9999	0	24
280000	2540	3	2	0	2	0	2	5	42428	0	62
154000	2208	2	2	1	2	0	2	7	6746	0	17
272000	2560	4	2	1	3	0	2	5	36100	0	25
180000	2061	4	2	0	2	0	2	1	20138	0	44
157500	1980	3	2	1	2	0	2	1	32519	0	45
242500	3308	5	4	1	2	0	2	5	47323	0	74
182000	2616	5	3	0	2	0	3	5	11123	0	47
